,SiteNo,DateFirst,SpeciesCode,ScientificName,Q1.,Q2.,Q3.,Q4.,Q5.,Q6.,Q7.,Q8.,Q9.,Q10.,Q11.,Q12.,Q13.,Q14.,Q15.,Q16.,Q17.,Q18.,Q19.,Q20.,Q21.,Q22.,Q23.,Q24.,Q25.,Q26.,Q27.,Q28.,Q29.,Q30.
1475,ABS028,29/09/2022 0:00,,Micrantheum ericoides,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,ABS028,29/09/2022 0:00,,Opercularia diphylla,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1
1477,ABS028,29/09/2022 0:00,,Patersonia sericea,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,ABS028,29/09/2022 0:00,,Persoonia levis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1479,ABS028,29/09/2022 0:00,,Persoonia linearis,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1480,ABS028,29/09/2022 0:00,,Persoonia mollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1481,ABS028,29/09/2022 0:00,,Phyllanthus hirtellus,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1482,ABS028,29/09/2022 0:00,,Phyllota phylicoides,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1
1483,ABS028,29/09/2022 0:00,,Pimelea linifolia,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1
1484,ABS028,29/09/2022 0:00,,Platysace linearifolia,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0
1485,ABS028,29/09/2022 0:00,,Poaceae indeterminate,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
1486,ABS028,29/09/2022 0:00,,Poranthera ericifolia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1487,ABS028,29/09/2022 0:00,,Pteridium esculentum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,ABS028,29/09/2022 0:00,,Scaevola ramosissima,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,ABS028,29/09/2022 0:00,,Xanthorrhoea media,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,ABS028,29/09/2022 0:00,,Xanthosia tridentata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1491,ABS029,7/10/2022 0:00,,Acacia spp.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,ABS029,7/10/2022 0:00,,Actinotus minor,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0
1493,ABS029,7/10/2022 0:00,,Allocasuarina spp.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,ABS029,7/10/2022 0:00,,Angophora hispida,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1495,ABS029,7/10/2022 0:00,,Anisopogon avenaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
1496,ABS029,7/10/2022 0:00,,Aotus ericoides,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,ABS029,7/10/2022 0:00,,Banksia ericifolia,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,ABS029,7/10/2022 0:00,,Banksia marginata,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
1499,ABS029,7/10/2022 0:00,,Banksia serrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
1500,ABS029,7/10/2022 0:00,,Billardiera scandens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1501,ABS029,7/10/2022 0:00,,Boronia fraseri,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,ABS029,7/10/2022 0:00,,Burchardia umbellata,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,ABS029,7/10/2022 0:00,,Cassytha pubescens,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0
1504,ABS029,7/10/2022 0:00,,Caustis spp.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,ABS029,7/10/2022 0:00,,Corymbia gummifera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1506,ABS029,7/10/2022 0:00,,Cyathochaeta diandra,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,ABS029,7/10/2022 0:00,,Dampiera purpurea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,ABS029,7/10/2022 0:00,,Dampiera stricta,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
1509,ABS029,7/10/2022 0:00,,Darwinia fascicularis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,ABS029,7/10/2022 0:00,,Dodonaea triquetra,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,ABS029,7/10/2022 0:00,,Drosera peltata subsp. auriculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1512,ABS029,7/10/2022 0:00,,Drosera spp.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,ABS029,7/10/2022 0:00,,Entolasia stricta,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1514,ABS029,7/10/2022 0:00,,Epacris microphylla,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,ABS029,7/10/2022 0:00,,Eucalyptus haemastoma,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1516,ABS029,7/10/2022 0:00,,Euryomyrtus ramosissima subsp. ramosissima,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,ABS029,7/10/2022 0:00,,Gompholobium glabratum,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1518,ABS029,7/10/2022 0:00,,Gompholobium minus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1519,ABS029,7/10/2022 0:00,,Gonocarpus tetragynus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,ABS029,7/10/2022 0:00,,Grevillea buxifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1521,ABS029,7/10/2022 0:00,,Grevillea oleoides,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,ABS029,7/10/2022 0:00,,Grevillea speciosa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1
1523,ABS029,7/10/2022 0:00,,Hakea gibbosa,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1524,ABS029,7/10/2022 0:00,,Hakea teretifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1525,ABS029,7/10/2022 0:00,,Hibbertia puberula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1526,ABS029,7/10/2022 0:00,,Hibbertia riparia,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1527,ABS029,7/10/2022 0:00,,Hypolaena fastigiata,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1528,ABS029,7/10/2022 0:00,,Isopogon anemonifolius,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,ABS029,7/10/2022 0:00,,Isopogon anethifolius,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1530,ABS029,7/10/2022 0:00,,Lambertia formosa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,ABS029,7/10/2022 0:00,,Laxmannia gracilis,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,ABS029,7/10/2022 0:00,,Leptospermum spp.,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,ABS029,7/10/2022 0:00,,Leptospermum trinervium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
1534,ABS029,7/10/2022 0:00,,Lepyrodia scariosa,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0
1535,ABS029,7/10/2022 0:00,,Leucopogon microphyllus,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,ABS029,7/10/2022 0:00,,Leucopogon virgatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1537,ABS029,7/10/2022 0:00,,Lindsaea linearis,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
1538,ABS029,7/10/2022 0:00,,Lomandra brevis,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,ABS029,7/10/2022 0:00,,Lomandra cylindrica,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
1540,ABS029,7/10/2022 0:00,,Lomandra filiformis subsp. filiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
1541,ABS029,7/10/2022 0:00,,Lomandra glauca,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,ABS029,7/10/2022 0:00,,Lomandra obliqua,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
1543,ABS029,7/10/2022 0:00,,Micrantheum ericoides,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,ABS029,7/10/2022 0:00,,Micromyrtus ciliata,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,ABS029,7/10/2022 0:00,,Mirbelia rubiifolia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1546,ABS029,7/10/2022 0:00,,Orchidaceae indeterminate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,ABS029,7/10/2022 0:00,,Patersonia glabrata,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1548,ABS029,7/10/2022 0:00,,Persoonia levis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1549,ABS029,7/10/2022 0:00,,Petrophile pulchella,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1550,ABS029,7/10/2022 0:00,,Phyllota phylicoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1551,ABS029,7/10/2022 0:00,,Phyllota squarrosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
1552,ABS029,7/10/2022 0:00,,Pimelea linifolia,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
1553,ABS029,7/10/2022 0:00,,Platysace linearifolia,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
1554,ABS029,7/10/2022 0:00,,Pomax umbellata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,ABS029,7/10/2022 0:00,,Poranthera corymbosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1556,ABS029,7/10/2022 0:00,,Poranthera ericifolia,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,ABS029,7/10/2022 0:00,,Ptilothrix deusta,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,ABS029,7/10/2022 0:00,,Pultenaea tuberculata,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1559,ABS029,7/10/2022 0:00,,Selaginella uliginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1560,ABS029,7/10/2022 0:00,,Stackhousia monogyna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,ABS029,7/10/2022 0:00,,Stylidium lineare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0
1562,ABS029,7/10/2022 0:00,,Tetratheca spp.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,ABS029,7/10/2022 0:00,,Viminaria juncea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1564,ABS029,7/10/2022 0:00,,Xanthorrhoea concava,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,ABS029,7/10/2022 0:00,,Xanthorrhoea resinosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0
1566,ABS029,7/10/2022 0:00,,Xanthosia pilosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1567,ABS029,7/10/2022 0:00,,Xanthosia tridentata,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1568,ABS029,7/10/2022 0:00,,Xyris gracilis,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,ABS030,28/09/2022 0:00,3723,Acacia brownii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,ABS030,28/09/2022 0:00,3834,Acacia myrtifolia,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,ABS030,28/09/2022 0:00,ACIA,Acianthus spp.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,ABS030,28/09/2022 0:00,4749,Anisopogon avenaceus,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,ABS030,28/09/2022 0:00,2770,Aotus ericoides,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,ABS030,28/09/2022 0:00,,Aristida personata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,ABS030,28/09/2022 0:00,,Aristida ramosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1576,ABS030,28/09/2022 0:00,,Billardiera scandens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,ABS030,28/09/2022 0:00,2780,Bossiaea heterophylla,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1578,ABS030,28/09/2022 0:00,2586,Brachyloma daphnoides,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1579,ABS030,28/09/2022 0:00,,Caesia parviflora,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,ABS030,28/09/2022 0:00,,Cassytha glabella,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1581,ABS030,28/09/2022 0:00,,Comesperma ericinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1582,ABS030,28/09/2022 0:00,9743,Corymbia eximia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,ABS030,28/09/2022 0:00,9687,Corymbia gummifera,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,ABS030,28/09/2022 0:00,,Cryptostylis spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1585,ABS030,28/09/2022 0:00,,Cyathochaeta diandra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1586,ABS030,28/09/2022 0:00,3540,Dianella caerulea,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0
1587,ABS030,28/09/2022 0:00,4947,Entolasia stricta,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0
1588,ABS030,28/09/2022 0:00,,Eucalyptus sparsifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1589,ABS030,28/09/2022 0:00,,Eucalyptus spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1
1590,ABS030,28/09/2022 0:00,,Glycine clandestina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,ABS030,28/09/2022 0:00,,Gompholobium minus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1592,ABS030,28/09/2022 0:00,3247,Gonocarpus tetragynus,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1593,ABS030,28/09/2022 0:00,,Gonocarpus teucrioides,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,ABS030,28/09/2022 0:00,3175,Goodenia bellidifolia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,ABS030,28/09/2022 0:00,3190,Goodenia heterophylla,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1596,ABS030,28/09/2022 0:00,2873,Hardenbergia violacea,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,ABS030,28/09/2022 0:00,2542,Hibbertia obtusifolia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,ABS030,28/09/2022 0:00,11015,Hovea heterophylla,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1599,ABS030,28/09/2022 0:00,,Logania pusilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1600,ABS030,28/09/2022 0:00,6298,Lomandra cylindrica,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
1601,ABS030,28/09/2022 0:00,6400,Lomandra filiformis,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,ABS030,28/09/2022 0:00,6304,Lomandra glauca,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1603,ABS030,28/09/2022 0:00,,Lomandra gracilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1604,ABS030,28/09/2022 0:00,,Lomandra longifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1605,ABS030,28/09/2022 0:00,6312,Lomandra obliqua,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1606,ABS030,28/09/2022 0:00,,Opercularia diphylla,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1607,ABS030,28/09/2022 0:00,,Persoonia linearis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1608,ABS030,28/09/2022 0:00,8216,Phyllanthus hirtellus,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
1609,ABS030,28/09/2022 0:00,6182,Pimelea linifolia,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1610,ABS030,28/09/2022 0:00,1145,Platysace linearifolia,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
1611,ABS030,28/09/2022 0:00,9912,Podolobium ilicifolium,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
1612,ABS030,28/09/2022 0:00,5703,Pomax umbellata,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1613,ABS030,28/09/2022 0:00,,Poranthera ericifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1614,ABS030,28/09/2022 0:00,3016,Pultenaea scabra,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1615,ABS030,28/09/2022 0:00,14314,Rytidosperma pallidum,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
1616,ABS030,28/09/2022 0:00,,Themeda triandra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
1617,ABS030,28/09/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1618,ABS030,28/09/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1619,ABS030,28/09/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1620,ABS030,28/09/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
1621,ABS030,28/09/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1622,ABS031,15/09/2022 0:00,,Acacia brownii,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1623,ABS031,15/09/2022 0:00,,Acacia suaveolens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1624,ABS031,15/09/2022 0:00,,Acacia terminalis,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
1625,ABS031,15/09/2022 0:00,,Boronia ledifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1626,ABS031,15/09/2022 0:00,,Bossiaea obcordata,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
