"Genus","SH_ID","Reference","Kingdom","Phylum","Class","Order","Family","Species","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","guild2","exploration_type","Ecm_lineage"
"Lactarius","SH1209433.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,"1CB19007-36B9-11D5-9548-00D0592D548C","17895","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL"," milk; cap; Common name ","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","medium-distance_smooth","/russula-lactarius"
"Lactarius","SH1150329.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,"1CB19007-36B9-11D5-9548-00D0592D548C","17895","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL"," milk; cap; Common name ","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","medium-distance_smooth","/russula-lactarius"
"Leotia","SH1075474.09FU","reps","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Leotia_lubrica","1CB1903F-36B9-11D5-9548-00D0592D548C","2737","Genus","Saprotroph-Symbiotroph","mycorrhizal","Probable","Leotioid","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Kühdorf K, et al. 2015. Mycorrhiza 25:109-120 ((https://doi.org/10.1007/s00572-014-0590-7)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Ectomycorrhizal","short-distance_delicate","/leotia"
"Melanogaster","SH1167860.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Boletales","Melanogastraceae","Melanogaster_broomeanus","1CB1C8C4-36B9-11D5-9548-00D0592D548C","19214","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","Hypogeous"," false truffle; Common name ","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/paxillus-gyrodon"
"Mesophellia","SH1061357.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Mesophelliaceae","Mesophellia_clelandii","1CB1935A-36B9-11D5-9548-00D0592D548C","19216","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","Hypogeous","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","mat","/hysterangium"
"Phellodon","SH1238393.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae",NA,"1CB19914-36B9-11D5-9548-00D0592D548C","18247","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid-Hydnoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","mat","/phellodon-bankera"
"Phellodon","SH1238398.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae",NA,"1CB19914-36B9-11D5-9548-00D0592D548C","18247","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid-Hydnoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","mat","/phellodon-bankera"
"Phellodon","SH1289338.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae",NA,"1CB19914-36B9-11D5-9548-00D0592D548C","18247","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid-Hydnoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","mat","/phellodon-bankera"
"Phellodon","SH1263326.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae",NA,"1CB19914-36B9-11D5-9548-00D0592D548C","18247","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid-Hydnoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","mat","/phellodon-bankera"
"Phellodon","SH1238396.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae",NA,"1CB19914-36B9-11D5-9548-00D0592D548C","18247","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid-Hydnoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","mat","/phellodon-bankera"
"Phellodon","SH1238400.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Bankeraceae",NA,"1CB19914-36B9-11D5-9548-00D0592D548C","18247","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid-Hydnoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","mat","/phellodon-bankera"
"Piloderma","SH1188019.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae",NA,"1CB1CA1F-36B9-11D5-9548-00D0592D548C","18287","Genus","Symbiotroph","mycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","medium-distance_fringe","/piloderma"
"Piloderma","SH0915543.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae",NA,"1CB1CA1F-36B9-11D5-9548-00D0592D548C","18287","Genus","Symbiotroph","mycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","medium-distance_fringe","/piloderma"
"Piloderma","SH1188092.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae",NA,"1CB1CA1F-36B9-11D5-9548-00D0592D548C","18287","Genus","Symbiotroph","mycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","medium-distance_fringe","/piloderma"
"Piloderma","SH1252803.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Pilodermataceae",NA,"1CB1CA1F-36B9-11D5-9548-00D0592D548C","18287","Genus","Symbiotroph","mycorrhizal","Highly Probable","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","medium-distance_fringe","/piloderma"
"Pisolithus","SH3799546.09FU","refs","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae",NA,"1CB1CA24-36B9-11D5-9548-00D0592D548C","19265","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/pisolithus-scleroderma"
"Pisolithus","SH1223716.09FU","refs","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus_microcarpus","1CB1CA24-36B9-11D5-9548-00D0592D548C","19265","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/pisolithus-scleroderma"
"Pisolithus","SH1223717.09FU","refs","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae",NA,"1CB1CA24-36B9-11D5-9548-00D0592D548C","19265","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/pisolithus-scleroderma"
"Pisolithus","SH1223749.09FU","refs","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus_albus","1CB1CA24-36B9-11D5-9548-00D0592D548C","19265","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/pisolithus-scleroderma"
"Pisolithus","SH1223726.09FU","refs","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus_croceorrhizus","1CB1CA24-36B9-11D5-9548-00D0592D548C","19265","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/pisolithus-scleroderma"
"Pisolithus","SH1223724.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae",NA,"1CB1CA24-36B9-11D5-9548-00D0592D548C","19265","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/pisolithus-scleroderma"
"Rhizophagus","SH0907805.09FU","reps","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,"1CB1CAF7-36B9-11D5-9548-00D0592D548C","20482","Genus","Symbiotroph","mycorrhizal","Highly Probable","Microfungus","NULL","As root_endophyte (Põlme et al. 2020)","Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Arbuscular Mycorrhizal","unknown","unknown"
"Rhizophagus","SH0988887.09FU","reps","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus_irregularis","1CB1CAF7-36B9-11D5-9548-00D0592D548C","20482","Genus","Symbiotroph","mycorrhizal","Highly Probable","Microfungus","NULL","As root_endophyte (Põlme et al. 2020)","Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Arbuscular Mycorrhizal","unknown","unknown"
"Rhizophagus","SH0908008.09FU","refs","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus_irregularis","1CB1CAF7-36B9-11D5-9548-00D0592D548C","20482","Genus","Symbiotroph","mycorrhizal","Highly Probable","Microfungus","NULL","As root_endophyte (Põlme et al. 2020)","Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Arbuscular Mycorrhizal","unknown","unknown"
"Rhizophagus","SH0955991.09FU","reps","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus_dunensis","1CB1CAF7-36B9-11D5-9548-00D0592D548C","20482","Genus","Symbiotroph","mycorrhizal","Highly Probable","Microfungus","NULL","As root_endophyte (Põlme et al. 2020)","Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Arbuscular Mycorrhizal","unknown","unknown"
"Rhizopogon","SH1210933.09FU","refs","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon_pseudoroseolus","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","Hypogeous"," false truffle; Common name ; Host - Pinaceae (Põlme et al. 2020)","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/suillus-rhizopogon"
"Rhizopogon","SH1219438.09FU","refs","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon_verii","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","Hypogeous"," false truffle; Common name ; Host - Pinaceae (Põlme et al. 2020)","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/suillus-rhizopogon"
"Rhizopogon","SH1210934.09FU","refs","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon_roseolus","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","Hypogeous"," false truffle; Common name ; Host - Pinaceae (Põlme et al. 2020)","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","long-distance","/suillus-rhizopogon"
"Ruhlandiella","SH0898773.09FU","reps","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,"D3E3D667-3D79-4C48-8CD3-C727C348E4CB","4804","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","Hypogeous","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Ectomycorrhizal","short-distance_coarse","/terfezia-peziza_depressa"
"Ruhlandiella","SH0898766.09FU","reps","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,"D3E3D667-3D79-4C48-8CD3-C727C348E4CB","4804","Genus","Symbiotroph","mycorrhizal","Highly Probable","Gasteroid","Hypogeous","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Ectomycorrhizal","short-distance_coarse","/terfezia-peziza_depressa"
"Russula","SH1206742.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,"1CB19F47-36B9-11D5-9548-00D0592D548C","18493","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","contact","/russula-lactarius"
"Russula","SH1008301.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,"1CB19F47-36B9-11D5-9548-00D0592D548C","18493","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","contact","/russula-lactarius"
"Russula","SH1077465.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,"1CB19F47-36B9-11D5-9548-00D0592D548C","18493","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","contact","/russula-lactarius"
"Russula","SH1195209.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,"1CB19F47-36B9-11D5-9548-00D0592D548C","18493","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","contact","/russula-lactarius"
"Russula","SH1077720.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,"1CB19F47-36B9-11D5-9548-00D0592D548C","18493","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","contact","/russula-lactarius"
"Russula","SH1181838.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula_roseopileata","1CB19F47-36B9-11D5-9548-00D0592D548C","18493","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","contact","/russula-lactarius"
"Russula","SH1077607.09FU","reps","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula_vesca","1CB19F47-36B9-11D5-9548-00D0592D548C","18493","Genus","Symbiotroph","mycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Ectomycorrhizal","contact","/russula-lactarius"
