"barcode","sample","OTU","count","resampled_count","resampled_date","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","unite_db_version","date_assigned","Tube_ID","Site","Transect","Location","mass_extracted","Note"
"SMM10T2",NA,"ITSall_OTUa_4110",20,5,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,2,1,"Clavariaceae_sp","UDB0124896","SH2722485.08FU","reps",0.885714285714286,0.980952380952381,"Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","10.2",NA,NA,NA,0.398,NA
"SMM34T1",NA,"ITSall_OTUb_2792",20,0,NA,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Haptocillium",NA,1,1,"Haptocillium_balanoides","UDB0135987","SH1525772.08FU","reps",0.955696202531646,0.974683544303797,"Pathotroph","Animal Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:44 2021","34.1",NA,NA,NA,0.406,NA
"SMM26T1A2",NA,"ITSall_OTUb_7223",103,31,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,23,1,"Calcarisporium_sp","UDB0363098","SH1568859.08FU","reps",0.898809523809524,1,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T2",NA,"ITSall_OTUb_7223",1804,212,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,23,1,"Calcarisporium_sp","UDB0363098","SH1568859.08FU","reps",0.898809523809524,1,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","26.2",NA,NA,NA,0.423,NA
"SMM34T1",NA,"ITSall_OTUb_7223",31,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,23,1,"Calcarisporium_sp","UDB0363098","SH1568859.08FU","reps",0.898809523809524,1,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","34.1",NA,NA,NA,0.406,NA
"SMM7T2",NA,"ITSall_OTUb_7223",33,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,23,1,"Calcarisporium_sp","UDB0363098","SH1568859.08FU","reps",0.898809523809524,1,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","7.2",NA,NA,NA,0.445,NA
"SMM26T2",NA,"ITSall_OTUj_64",86,11,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,11,1,"Cladophialophora_sp","UDB0359366","SH1648681.08FU","reps",0.858895705521472,0.94478527607362,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","26.2",NA,NA,NA,0.423,NA
"SMM34T1",NA,"ITSall_OTUj_64",11,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,11,1,"Cladophialophora_sp","UDB0359366","SH1648681.08FU","reps",0.858895705521472,0.94478527607362,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","34.1",NA,NA,NA,0.406,NA
"SMM7T2",NA,"ITSall_OTUj_64",33,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,11,1,"Cladophialophora_sp","UDB0359366","SH1648681.08FU","reps",0.858895705521472,0.94478527607362,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","7.2",NA,NA,NA,0.445,NA
"SMM11T1",NA,"ITSall_OTUj_4701",45,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,3,0.6,"Corticiales_sp","AM113462","SH1238072.08FU","reps_singleton",0.763265306122449,0.918367346938776,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","11.1",NA,NA,NA,0.362,NA
"SMM7T2",NA,"ITSall_OTUb_4158",82,6,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,8,1,"Eurotiomycetes_sp","HM239839","SH1515414.08FU","reps",0.649425287356322,0.764367816091954,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:44 2021","7.2",NA,NA,NA,0.445,NA
"SMM11T1",NA,"ITSall_OTUg_331",221,13,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,1,1,"Ceratobasidiaceae_sp","DQ028816","SH1554528.08FU","reps",0.986301369863014,1,"Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Possible","Corticioid-Microfungus","NULL","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","11.1",NA,NA,NA,0.362,NA
"SMM26T1A2",NA,"ITSall_OTUg_331",51,11,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,1,1,"Ceratobasidiaceae_sp","DQ028816","SH1554528.08FU","reps",0.986301369863014,1,"Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Possible","Corticioid-Microfungus","NULL","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T2",NA,"ITSall_OTUg_331",502,68,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,1,1,"Ceratobasidiaceae_sp","DQ028816","SH1554528.08FU","reps",0.986301369863014,1,"Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Possible","Corticioid-Microfungus","NULL","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","26.2",NA,NA,NA,0.423,NA
"SMM31T1",NA,"ITSall_OTUg_331",747,219,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,1,1,"Ceratobasidiaceae_sp","DQ028816","SH1554528.08FU","reps",0.986301369863014,1,"Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Possible","Corticioid-Microfungus","NULL","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","31.1",NA,NA,NA,0.18,NA
"SMM34T1",NA,"ITSall_OTUg_331",12,0,NA,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,1,1,"Ceratobasidiaceae_sp","DQ028816","SH1554528.08FU","reps",0.986301369863014,1,"Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Possible","Corticioid-Microfungus","NULL","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","34.1",NA,NA,NA,0.406,NA
"SMM7T1",NA,"ITSall_OTUj_5459",62,9,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,17,1,"Penicillium_citreonigrum","AF033456","SH1692784.08FU","refs",0.974358974358974,1,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","7.1",NA,NA,NA,0.249,NA
"SMM34T1",NA,"ITSall_OTUj_450",13,0,NA,"Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,3,1,"Mycosphaerellaceae_sp","EU489903","SH1182705.08FU","reps_singleton",0.768211920529801,0.900662251655629,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","34.1",NA,NA,NA,0.406,NA
"SMM31T1",NA,"ITSall_OTUa_4674",178,46,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,9,1,"Thelephoraceae_sp","KC791134","SH1502681.08FU","reps",0.94954128440367,0.995412844036697,"Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","31.1",NA,NA,NA,0.18,NA
"SMM34T2",NA,"ITSall_OTUa_720",10367,322,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,4,1,"Pisolithus_sp","AF374704","SH1879620.08FU","refs",0.995260663507109,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","34.2",NA,NA,NA,0.404,NA
"SMM49T2",NA,"ITSall_OTUa_720",32,0,NA,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,4,1,"Pisolithus_sp","AF374704","SH1879620.08FU","refs",0.995260663507109,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","49.2",NA,NA,NA,0.536,NA
"SMM56T1",NA,"ITSall_OTUa_720",1500,89,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,4,1,"Pisolithus_sp","AF374704","SH1879620.08FU","refs",0.995260663507109,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","56.1",NA,NA,NA,NA,NA
"SMM26T2",NA,"ITSall_OTUa_3166",60,7,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Readeriella",NA,9,1,"Readeriella_deanei","KF901542","SH2316200.08FU","refs",1,1,"Pathotroph","Plant Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","26.2",NA,NA,NA,0.423,NA
"SMM34T1",NA,"ITSall_OTUa_3166",30,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Readeriella",NA,9,1,"Readeriella_deanei","KF901542","SH2316200.08FU","refs",1,1,"Pathotroph","Plant Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","34.1",NA,NA,NA,0.406,NA
"SMM34T2",NA,"ITSall_OTUa_3166",18,0,NA,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Readeriella",NA,9,1,"Readeriella_deanei","KF901542","SH2316200.08FU","refs",1,1,"Pathotroph","Plant Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","34.2",NA,NA,NA,0.404,NA
"SMM7T1",NA,"ITSall_OTUa_3166",143,28,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Readeriella",NA,9,1,"Readeriella_deanei","KF901542","SH2316200.08FU","refs",1,1,"Pathotroph","Plant Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","7.1",NA,NA,NA,0.249,NA
"SMM26T2",NA,"ITSall_OTUj_283",22,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.77710843373494,0.951807228915663,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","26.2",NA,NA,NA,0.423,NA
"SMM7T2",NA,"ITSall_OTUj_283",111,9,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.77710843373494,0.951807228915663,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","7.2",NA,NA,NA,0.445,NA
"SMM34T1",NA,"ITSall_OTUj_631",13,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.752941176470588,0.888235294117647,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","34.1",NA,NA,NA,0.406,NA
"SMM26T2",NA,"ITSall_OTUd_373",62,7,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae",NA,NA,3,1,"Atheliaceae_sp","UDB0329904","SH1561282.08FU","reps",0.96969696969697,1,"Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal-Lichen Parasite-Lichenized-Plant Pathogen","Possible","Corticioid","NULL","Many species form ectomycorrhizal associations, often occupying a dominant position in mycorrhizal communities. Other species are pathogens of many different plants and even lichens, and one species has even been suggested to form a lichen association with cyanobacteria. Yet more species are sparse and active decomposers, and a few are aquatic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:44 2021","26.2",NA,NA,NA,0.423,NA
"SMM7T2",NA,"ITSall_OTUm_3087",36,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.760233918128655,0.91812865497076,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","7.2",NA,NA,NA,0.445,NA
"SMM56T1",NA,"ITSall_OTUa_8500",26,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",NA,2,1,"Scytalidium_sp","UDB0105143","SH2726348.08FU","reps",0.965753424657534,1,"Saprotroph","Wood Saprotroph","Probable","NULL","Soft Rot","NULL","Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","56.1",NA,NA,NA,NA,NA
"SMM31T1",NA,"ITSall_OTUj_3647",26,8,"Thu Oct 24 12:39:10 2024","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA,19,1,"Glomeromycota_sp","KJ484706","SH1570975.08FU","reps",0.855072463768116,0.922705314009662,"Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","Microfungus","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","31.1",NA,NA,NA,0.18,NA
"SMM31T1",NA,"ITSall_OTUa_5973",15,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Austroafricana","Austroafricana_associata",1,1,"Austroafricana_associata","EU707858","SH1645394.08FU","reps",0.986577181208054,1,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","31.1",NA,NA,NA,0.18,NA
"SMM34T2",NA,"ITSall_OTUa_5973",46,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Austroafricana","Austroafricana_associata",1,1,"Austroafricana_associata","EU707858","SH1645394.08FU","reps",0.986577181208054,1,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","34.2",NA,NA,NA,0.404,NA
"SMM56T1",NA,"ITSall_OTUa_5973",11,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Austroafricana","Austroafricana_associata",1,1,"Austroafricana_associata","EU707858","SH1645394.08FU","reps",0.986577181208054,1,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","56.1",NA,NA,NA,NA,NA
"SMM26T2",NA,"ITSall_OTUj_11745",21,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.778443113772455,0.934131736526946,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","26.2",NA,NA,NA,0.423,NA
"SMM34T1",NA,"ITSall_OTUj_2747",11,0,NA,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae",NA,NA,3,1,"Oidiodendron_sp","UDB004141","SH1565497.08FU","reps",0.921985815602837,0.985815602836879,"Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Microfungus","NULL","Many species are cellulolytic, occurring on paper, straw etc. Others are mycorrhizal associated with roots of Ericaceae and Epacridaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","34.1",NA,NA,NA,0.406,NA
"SMM31T1",NA,"ITSall_OTUj_2001",79,22,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA,1,1,"Clitopilus_sp","UDB090178","SH1574450.08FU","reps",0.953846153846154,0.98974358974359,"Saprotroph","Undefined Saprotroph","Probable","Agaricoid","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","31.1",NA,NA,NA,0.18,NA
"SMM34T1",NA,"ITSall_OTUk_304",19,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Luellia",NA,1,1,"Luellia_sp","UDB014617","SH1543991.08FU","reps",0.969162995594714,1,"Saprotroph","Undefined Saprotroph","Probable","Corticioid","White Rot","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","34.1",NA,NA,NA,0.406,NA
"SMM26T2",NA,"ITSall_OTUj_98",19,2,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,40,0.975609756097561,"Tomentella_sp","JF714649","SH1212540.08FU","reps_singleton",0.934883720930233,1,"Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","26.2",NA,NA,NA,0.423,NA
"SMM7T1",NA,"ITSall_OTUj_98",92,21,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,40,0.975609756097561,"Tomentella_sp","JF714649","SH1212540.08FU","reps_singleton",0.934883720930233,1,"Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","7.1",NA,NA,NA,0.249,NA
"SMM7T2",NA,"ITSall_OTUj_98",262,15,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA,40,0.975609756097561,"Tomentella_sp","JF714649","SH1212540.08FU","reps_singleton",0.934883720930233,1,"Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Clavarioid","NULL","On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","7.2",NA,NA,NA,0.445,NA
"SMM11T1",NA,"ITSall_OTUa_2117",268,17,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,2,1,"Mortierella_sp","KP889964","SH1608162.08FU","reps",0.978902953586498,1,"Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","11.1",NA,NA,NA,0.362,NA
