"OTU","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild"
"ITSall_OTUi_579","Fungi","Ascomycota","Xylonomycetes","Symbiotaphrinales","Symbiotaphrinaceae",NA,NA,2,0.666666666666667,"Coniochaeta_sp","KT264341","SH2589515.08FU","reps_singleton",0.900621118012422,0.975155279503106,NA,NA
"ITSall_OTUa_2442","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_arunalokei",2,1,"Malassezia_arunalokei","UDB0220771","SH1515392.08FU","reps",0.992779783393502,1,NA,NA
"ITSall_OTUd_3979","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,14,1,"Cladophialophora_sp","AY627786","SH1529617.08FU","reps",0.842105263157895,0.929824561403509,NA,NA
"ITSall_OTUd_2981","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae",NA,NA,5,1,"Phanerochaete_sp","UDB013346","SH1191555.08FU","reps_singleton",0.937799043062201,0.995215311004785,NA,NA
"ITSall_OTUj_10490","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,10,0.769230769230769,"Leotiomycetes_sp","KC965997","SH1236259.08FU","reps_singleton",0.918918918918919,1,NA,NA
"ITSall_OTUd_4615","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,2,0.666666666666667,"Rhytismatales_sp","FR682200","SH1517290.08FU","reps",0.8125,0.972222222222222,NA,NA
"ITSall_OTUi_1064","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,32,1,"Antrodia_juniperina","FM872461","SH1519499.08FU","reps",0.842364532019704,0.970443349753695,NA,NA
"ITSall_OTUm_12823","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,22,1,"Sebacinales_sp","JX317289","SH1544472.08FU","refs",0.951456310679612,1,NA,NA
"ITSall_OTUa_9459","Fungi","Ascomycota","Eurotiomycetes","Verrucariales",NA,NA,NA,33,1,"Catapyrenium_waltheri","KF959781","SH1574623.08FU","reps",0.833333333333333,0.923076923076923,NA,NA
"ITSall_OTUe_200","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA,17,1,"Ramicandelaber_sp","UDB0433048","SH2740605.08FU","reps",0.87956204379562,0.978102189781022,NA,NA
"ITSall_OTUa_4846","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis",NA,NA,1,1,"Sordariales_sp","KT224885","SH1564080.08FU","reps",0.986577181208054,1,NA,NA
"ITSall_OTUn_1464","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,3,1,"Cladophialophora_sp","MG707491","SH1529702.08FU","reps",0.768817204301075,0.849462365591398,NA,NA
"ITSall_OTUn_225","Fungi","Ascomycota","Orbiliomycetes",NA,NA,NA,NA,1,1,"Orbilia_sp","KT380095","SH1143518.08FU","reps_singleton",0.611764705882353,0.676470588235294,NA,NA
"ITSall_OTUj_3379","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae",NA,NA,2,1,"Venturiales_sp","AB986478","SH1151086.08FU","reps_singleton",0.948453608247423,0.974226804123711,NA,NA
"ITSall_OTUa_10288","Fungi","Ascomycota",NA,NA,NA,NA,NA,15,0.789473684210526,"Ascobolus_sp","MK018457","SH1615350.08FU","reps",0.746913580246914,0.938271604938272,NA,NA
"ITSall_OTUj_10659","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA,3,1,"Basidiomycota_sp","AY969375","SH1220740.08FU","reps_singleton",0.894067796610169,0.995762711864407,NA,NA
"ITSall_OTUa_2622","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,3,1,"Chaetothyriales_sp","KF269189","SH1214596.08FU","reps_singleton",0.976608187134503,0.988304093567251,NA,NA
"ITSall_OTUd_905","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriales_fam_Incertae_sedis",NA,NA,2,1,"Fungi_sp","KT957807","SH1214602.08FU","reps_singleton",0.909638554216867,0.957831325301205,NA,NA
"ITSall_OTUj_3270","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Xenoconiothyrium",NA,1,1,"Xenoconiothyrium_catenata","JN712502","SH1154609.08FU","reps_singleton",0.95625,1,NA,NA
"ITSall_OTUj_22056","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Sistotrema",NA,1,1,"Sistotrema_sp","UDB0520395","SH1542117.08FU","reps",0.957943925233645,0.97196261682243,NA,NA
"ITSall_OTUd_1520","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae",NA,NA,3,1,"Fungi_sp","UDB0353305","SH2738060.08FU","reps",0.912087912087912,0.983516483516483,NA,NA
"ITSall_OTUf_1735","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Fungi_sp","JX978256","SH1538520.08FU","reps",0.585798816568047,0.668639053254438,NA,NA
"ITSall_OTUa_9198","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,13,0.8125,"Tubeufiaceae_sp","UDB0237572","SH2724666.08FU","reps",0.780645161290323,0.903225806451613,NA,NA
"ITSall_OTUd_4274","Fungi","Ascomycota","Dothideomycetes","Neocelosporiales","Neocelosporiaceae",NA,NA,1,1,"Neocelosporium_eucalypti","MK047452","SH2593159.08FU","reps_singleton",0.925925925925926,0.975308641975309,NA,NA
"ITSall_OTUj_1946","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,10,1,"Sistotrema_coroniferum","KF218968","SH1206822.08FU","reps_singleton",0.754545454545455,0.845454545454545,NA,NA
"ITSall_OTUj_23885","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,2,1,"Pseudolaccaria_pachyphylla","KR818912","SH1557675.08FU","refs",0.794871794871795,0.928205128205128,NA,NA
"ITSall_OTUj_7695","Fungi","Chytridiomycota","Spizellomycetes",NA,NA,NA,NA,1,1,"Spizellomycetales_sp","UDB014646","SH1658005.08FU","reps",0.86241610738255,0.912751677852349,NA,NA
"ITSall_OTUn_2847","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonales_fam_Incertae_sedis",NA,NA,1,1,"Densospora_sp","UDB028692","SH1174799.08FU","reps_singleton",0.904977375565611,0.941176470588235,NA,NA
"ITSall_OTUj_5319","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,1,1,"Rhexodenticula_acaciae","HQ608112","SH1564082.08FU","reps",0.895424836601307,0.934640522875817,NA,NA
"ITSall_OTUj_2250","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,36,1,"Hyaloscypha_sp","UDB0664182","SH2726685.08FU","reps",0.895104895104895,0.993006993006993,NA,NA
"ITSall_OTUm_98","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,1,1,"Chaetothyriales_sp","UDB0679977","SH2730123.08FU","reps",0.808139534883721,0.965116279069767,NA,NA
"ITSall_OTUa_5913","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_viticola",5,1,"Penicillium_viticola","AB606414","SH1699886.08FU","refs_singleton",1,1,NA,NA
"ITSall_OTUa_927","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Gloniaceae",NA,NA,9,1,"Cenococcum_sp","UDB065004","SH1639637.08FU","reps",0.927631578947368,0.960526315789474,NA,NA
"ITSall_OTUd_5066","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Teratosphaeria",NA,1,1,"Teratosphaeria_sp","EU707885","SH1154612.08FU","reps_singleton",0.993377483443709,1,NA,NA
"ITSall_OTUj_601","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,3,1,"Myrmecridiales_sp","UDB0169325","SH2729878.08FU","reps",0.98876404494382,0.99438202247191,NA,NA
"ITSall_OTUi_2363","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,1,1,"Herpotrichiellaceae_sp","KC222763","SH1143765.08FU","reps_singleton",0.83125,0.9875,NA,NA
"ITSall_OTUj_3800","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,1,1,"Exophiala_sp","GQ999235","SH1151212.08FU","reps_singleton",0.829268292682927,0.945121951219512,NA,NA
"ITSall_OTUn_3981","Fungi","Basidiomycota",NA,NA,NA,NA,NA,2,1,"Entoloma_azureosquamulosum","JQ410333","SH1515885.08FU","refs",0.548117154811716,0.631799163179916,NA,NA
"ITSall_OTUj_28235","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,34,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.936708860759494,0.993670886075949,NA,NA
"ITSall_OTUm_3086","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA,2,1,"Densospora_sp","UDB028692","SH1174799.08FU","reps_singleton",0.873913043478261,0.930434782608696,NA,NA
"ITSall_OTUj_810","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,1,1,"Leotiomycetes_sp","UDB0663062","SH2748083.08FU","reps",0.82312925170068,0.965986394557823,NA,NA
"ITSall_OTUm_7129","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,32,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.900621118012422,0.993788819875776,NA,NA
"ITSall_OTUj_6766","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.84472049689441,0.968944099378882,NA,NA
"ITSall_OTUj_18038","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,3,1,"Pseudotaeniolina_globosa","AY128700","SH1521407.08FU","refs",0.606896551724138,0.724137931034483,NA,NA
"ITSall_OTUj_6751","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,NA,3,1,"Russula_sp","AY702073","SH1181768.08FU","reps_singleton",0.934306569343066,0.996350364963504,NA,NA
"ITSall_OTUn_8745","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,7,1,"Talaromyces_chlorolomus","FJ160273","SH1516169.08FU","refs",0.897590361445783,0.909638554216867,NA,NA
"ITSall_OTUj_622","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,4,1,"Devriesia_staurophora","LR736048","SH3594608.08FU","reps",0.805369127516778,0.932885906040268,NA,NA
"ITSall_OTUm_14526","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,1,1,"Eurotiales_sp","UDB0179593","SH2730133.08FU","reps",0.914634146341463,1,NA,NA
"ITSall_OTUd_1160","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae",NA,NA,1,1,"Phaeomoniella_sp","AY971710","SH1615019.08FU","reps",0.945454545454545,0.981818181818182,NA,NA
"ITSall_OTUe_2658","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,30,0.967741935483871,"Helotiaceae_sp","MN218805","SH3567906.08FU","reps_singleton",0.872340425531915,0.914893617021277,NA,NA
"ITSall_OTUj_2205","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,4,1,"Vararia_dussii","MH861405","SH2705434.08FU","reps",0.705583756345178,0.82741116751269,NA,NA
"ITSall_OTUj_19158","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae",NA,NA,1,1,"Sebacinales_sp","FJ788836","SH1179959.08FU","reps_singleton",0.93,0.995,NA,NA
"ITSall_OTUb_3126","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Suberoteratosphaeria","Suberoteratosphaeria_suberosa",1,1,"Suberoteratosphaeria_suberosa","AY626985","SH1521401.08FU","refs",1,1,NA,NA
"ITSall_OTUb_6577","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,27,0.931034482758621,"Fungi_sp","KC222775","SH1172577.08FU","reps_singleton",0.888268156424581,0.988826815642458,NA,NA
"ITSall_OTUa_6554","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,36,0.972972972972973,"Hyaloscypha_sp","JX507680","SH1523070.08FU","reps",0.923611111111111,0.979166666666667,NA,NA
"ITSall_OTUm_7120","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,19,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.909090909090909,0.951515151515152,NA,NA
"ITSall_OTUj_2407","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,15,0.625,"GS34_sp","HQ021922","SH1544335.08FU","reps",0.818791946308725,0.966442953020134,NA,NA
"ITSall_OTUj_13601","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,11,0.785714285714286,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.860696517412935,0.91044776119403,NA,NA
"ITSall_OTUm_291","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.845238095238095,0.964285714285714,NA,NA
"ITSall_OTUd_5635","Fungi","Ascomycota","Sordariomycetes","Togniniales",NA,NA,NA,4,1,"Phaeoacremonium_armeniacum","EU770224","SH1982440.08FU","refs_singleton",0.8,0.948387096774194,NA,NA
"ITSall_OTUf_591","Fungi","Ascomycota",NA,NA,NA,NA,NA,2,0.666666666666667,"Harknessia_proteae","MH866097","SH2948074.08FU","refs_singleton",0.610062893081761,0.710691823899371,NA,NA
"ITSall_OTUm_14462","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,13,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.895061728395062,0.981481481481482,NA,NA
"ITSall_OTUd_4850","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","KT334693","SH1647178.08FU","reps",0.625,0.6875,NA,NA
"ITSall_OTUj_11770","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,13,1,"Talaromyces_purpureus","UDB0754776","SH1516194.08FU","reps",0.937888198757764,1,NA,NA
"ITSall_OTUj_1579","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.816568047337278,0.952662721893491,NA,NA
"ITSall_OTUj_218","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,3,1,"Vararia_dussii","MH861405","SH2705434.08FU","reps",0.741116751269036,0.903553299492386,NA,NA
"ITSall_OTUj_8330","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,34,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.91875,1,NA,NA
"ITSall_OTUj_2397","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","HQ634631","SH1247357.08FU","reps_singleton",0.801282051282051,0.903846153846154,NA,NA
"ITSall_OTUd_7062","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,38,0.974358974358974,"Zasmidium_podocarpi","KY979766","SH2099430.08FU","refs_singleton",0.897959183673469,0.972789115646258,NA,NA
"ITSall_OTUm_3551","Fungi","Mucoromycota",NA,NA,NA,NA,NA,5,1,"Endogonales_sp","UDB057600","SH2722020.08FU","reps",0.734782608695652,0.88695652173913,NA,NA
"ITSall_OTUa_4525","Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA,2,1,"Tremellales_sp","UDB0434987","SH2725883.08FU","reps",0.767441860465116,0.843023255813954,NA,NA
"ITSall_OTUa_5035","Fungi","Ascomycota","Archaeorhizomycetes",NA,NA,NA,NA,1,1,"Archaeorhizomycetes_sp","AF461577","SH1156086.08FU","reps_singleton",0.91869918699187,0.991869918699187,NA,NA
"ITSall_OTUj_818","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales",NA,NA,NA,1,1,"Hysterangium_sp","KY697567","SH1659038.08FU","reps",0.851428571428571,0.874285714285714,NA,NA
"ITSall_OTUk_5818","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia",NA,2,1,"Malassezia_arunalokei","KM235691","SH1515385.08FU","refs",0.964028776978417,0.97841726618705,NA,NA
"ITSall_OTUa_5665","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA,8,0.8,"Fungi_sp","MT236936","SH3568588.08FU","reps_singleton",0.875,0.947115384615385,NA,NA
"ITSall_OTUd_1746","Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA,2,0.666666666666667,"Piskurozyma_sp","MT470203","SH2730255.08FU","reps",0.711111111111111,0.862222222222222,NA,NA
"ITSall_OTUa_4820","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Chrysozymaceae","Oberwinklerozyma","Oberwinklerozyma_silvestris",1,1,"Oberwinklerozyma_silvestris","KY104386","SH1646628.08FU","refs",1,1,NA,NA
"ITSall_OTUa_7614","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae",NA,NA,4,1,"Clavulinaceae_sp","JF960633","SH1209702.08FU","reps_singleton",0.947154471544715,0.995934959349594,NA,NA
"ITSall_OTUb_6537","Fungi","Mucoromycota",NA,NA,NA,NA,NA,1,1,"Mucoromycota_sp","MN017028","SH3566375.08FU","reps_singleton",0.663366336633663,0.757425742574257,NA,NA
"ITSall_OTUb_8257","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae",NA,NA,2,1,"Ophiocordyceps_retorta","KY415594","SH1553235.08FU","refs",0.916666666666667,0.980769230769231,NA,NA
"ITSall_OTUi_3712","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Ascomycota_sp","UDB004176","SH1655294.08FU","reps",0.963768115942029,1,NA,NA
"ITSall_OTUj_7083","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.842424242424242,0.963636363636364,NA,NA
"ITSall_OTUj_2110","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,2,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.86046511627907,0.959302325581395,NA,NA
"ITSall_OTUj_3504","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,10,0.833333333333333,"Leotiomycetes_sp","UDB0663062","SH2748083.08FU","reps",0.923611111111111,0.993055555555556,NA,NA
"ITSall_OTUa_1994","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Xyladictyochaeta","Xyladictyochaeta_lusitanica",1,1,"Xyladictyochaeta_lusitanica","KY853479","SH1569001.08FU","refs",0.994318181818182,1,NA,NA
"ITSall_OTUm_1643","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales",NA,NA,NA,1,1,"Phaeomoniellales_sp","JQ760492","SH1194492.08FU","reps_singleton",0.714285714285714,0.803571428571429,NA,NA
"ITSall_OTUj_2832","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,3,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.763636363636364,0.872727272727273,NA,NA
"ITSall_OTUj_27778","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,3,1,"Helotiales_sp","KC222813","SH1172238.08FU","reps_singleton",0.929577464788732,0.992957746478873,NA,NA
"ITSall_OTUj_4787","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,6,0.75,"Verrucariaceae_sp","LT547751","SH1240356.08FU","reps_singleton",0.781456953642384,0.887417218543046,NA,NA
"ITSall_OTUj_5475","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,3,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.83030303030303,0.963636363636364,NA,NA
"ITSall_OTUj_4255","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,5,1,"Neocrinula_lambertiae","MG386049","SH1145593.08FU","refs_singleton",0.854166666666667,0.958333333333333,NA,NA
"ITSall_OTUm_13153","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,2,1,"GS23_sp","AB846970","SH1183243.08FU","reps_singleton",0.949308755760369,0.995391705069124,NA,NA
"ITSall_OTUa_392","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Sclerogastraceae",NA,NA,1,1,"Geastrales_sp","UDB042640","SH3341996.08FU","reps",0.950704225352113,1,NA,NA
"ITSall_OTUb_3326","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,17,0.894736842105263,"Knufia_sp","KU195499","SH1180833.08FU","reps_singleton",0.888888888888889,0.923976608187134,NA,NA
"ITSall_OTUa_10092","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,1,1,"Fungi_sp","MF976557","SH1151937.08FU","reps_singleton",0.908496732026144,0.954248366013072,NA,NA
"ITSall_OTUj_11173","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae",NA,NA,1,1,"Xylariales_sp","UDB004156","SH1554496.08FU","reps",0.955696202531646,1,NA,NA
"ITSall_OTUm_7169","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,2,1,"GS23_sp","AB846970","SH1183243.08FU","reps_singleton",0.941441441441441,0.990990990990991,NA,NA
"ITSall_OTUn_91","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales",NA,NA,NA,2,1,"Ophiostomataceae_sp","HM008928","SH1569701.08FU","reps",0.877906976744186,0.901162790697674,NA,NA
"ITSall_OTUm_2929","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,1,1,"Falciformispora_senegalensis","KX381125","SH1516562.08FU","reps",0.825301204819277,0.855421686746988,NA,NA
"ITSall_OTUa_4621","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,3,1,"Metarhizium_kusanagiense","JN049873","SH1177396.08FU","reps_singleton",0.52112676056338,0.539906103286385,NA,NA
"ITSall_OTUd_7112","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,30,0.967741935483871,"Polyporales_sp","GQ851805","SH1191586.08FU","reps_singleton",0.905940594059406,0.935643564356436,NA,NA
"ITSall_OTUn_7490","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA,2,1,"Orbilia_luteorubella","DQ656634","SH1563024.08FU","reps",0.698224852071006,0.822485207100592,NA,NA
"ITSall_OTUm_7172","Fungi","Mucoromycota",NA,NA,NA,NA,NA,2,1,"Endogonales_sp","KY462475","SH1150009.08FU","reps_singleton",0.728506787330317,0.895927601809955,NA,NA
"ITSall_OTUj_880","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,5,1,"Hymenochaetales_sp","UDB004492","SH1240643.08FU","reps_singleton",0.84406779661017,0.942372881355932,NA,NA
"ITSall_OTUk_2555","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,4,1,"Idriellomyces_eucalypti","MH327813","SH2593228.08FU","refs_singleton",0.841379310344828,0.96551724137931,NA,NA
"ITSall_OTUj_9762","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Rhinocladiella_sp","KU705840","SH1239376.08FU","reps_singleton",0.790960451977401,0.875706214689266,NA,NA
"ITSall_OTUa_1635","Fungi","Ascomycota","Lecanoromycetes","Ostropales",NA,NA,NA,2,1,"Eriospora_sp","MT223796","SH2749805.08FU","reps",0.864705882352941,0.970588235294118,NA,NA
"ITSall_OTUn_6224","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium",NA,2,0.666666666666667,"Curvibasidium_cygneicollum","AF444490","SH1651362.08FU","refs",0.967741935483871,0.986175115207373,NA,NA
"ITSall_OTUn_386","Fungi","Ascomycota","Dothideomycetes","Tubeufiales",NA,NA,NA,12,0.8,"Pseudohelicomyces_aquaticus","UDB0755640","SH2705820.08FU","reps",0.847058823529412,0.917647058823529,NA,NA
"ITSall_OTUa_3133","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,NA,1,1,"Lactarius_sp","KF386764","SH1632992.08FU","reps",0.878228782287823,0.896678966789668,NA,NA
"ITSall_OTUn_12773","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA,43,1,"Penicillium_roseopurpureum","GU944605","SH1529998.08FU","refs",0.86144578313253,0.903614457831325,NA,NA
"ITSall_OTUj_28613","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,4,0.8,"Teratosphaeriaceae_sp","KJ406774","SH2589065.08FU","reps_singleton",0.944444444444444,1,NA,NA
"ITSall_OTUj_7852","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,12,1,"Neocatenulostroma_microsporum","MH349092","SH2592685.08FU","reps_singleton",0.820689655172414,0.937931034482759,NA,NA
"ITSall_OTUj_11410","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA,49,0.98,"Thelephoraceae_sp","JQ711917","SH1502792.08FU","reps",0.891891891891892,0.954954954954955,NA,NA
"ITSall_OTUd_5306","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,6,0.545454545454545,"Fungi_sp","MF976005","SH1190286.08FU","reps_singleton",0.917159763313609,1,NA,NA
"ITSall_OTUk_5308","Fungi","Chytridiomycota","Spizellomycetes",NA,NA,NA,NA,1,1,"Thoreauomyces_humboldtii","MT730732","SH2748180.08FU","reps",0.782222222222222,0.995555555555556,NA,NA
"ITSall_OTUm_12265","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,1,1,"Talaromyces_sp","MT079858","SH3568295.08FU","reps_singleton",0.883435582822086,0.920245398773006,NA,NA
"ITSall_OTUd_8353","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,2,1,"Fungi_sp","UDB0701011","SH2748967.08FU","reps",0.986577181208054,0.993288590604027,NA,NA
"ITSall_OTUj_4725","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae",NA,NA,1,1,"Sebacinales_sp","FJ788822","SH1172376.08FU","reps_singleton",0.946341463414634,0.970731707317073,NA,NA
"ITSall_OTUn_577","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales",NA,NA,NA,1,1,"Fungi_sp","MT237122","SH3568614.08FU","reps_singleton",0.849514563106796,0.927184466019418,NA,NA
"ITSall_OTUm_197","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA,2,1,"Boletaceae_sp","KY774023","SH1507693.08FU","reps",0.601476014760148,0.605166051660517,NA,NA
"ITSall_OTUj_9670","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae",NA,NA,2,1,"Teratosphaeriaceae_sp","JN835199","SH1522673.08FU","reps",0.933333333333333,0.933333333333333,NA,NA
"ITSall_OTUd_111","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,24,1,"Fungi_sp","UDB0701011","SH2748967.08FU","reps",0.924137931034483,0.972413793103448,NA,NA
"ITSall_OTUm_14110","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,30,1,"Chaetothyriales_sp","AY230779","SH1186394.08FU","reps_singleton",0.950920245398773,0.987730061349693,NA,NA
